,affiliation_nums,affiliation_text,author_names,date_posted,doi,downloads,paper_title,subject_area,pmid,pmid_links,pmid_links_num
412,"['1', '1', '1', '1', '2', '2', '3', '4', '5', '6', '7', '2', '1', '*']","['Sternwartstrasse 14, 8091 Zurich, Switzerland,, 1081 HV Amsterdam, the Netherlands,, 1081 HV Amsterdam, the Netherlands,, Amsterdam, the Netherlands,, R, 8091 Zurich, Switzerland,, Ramistrasse 100, 8091 Zurich, Switzerland,, Zürich 8057, Switzerland']","Agata Okonska,Saskja Bühler,Vasundhara Rao,Manuel Ronner,Maxime Blijlevens,Ida Van der Meulen-Muileman,Renee de Menezes,Egbert Smit,Walter Weder,Rolf Stahel,Lorenza Penengo,Victor van Beusechem,Emanuela Felley-Bosco",2018-07-31, https://doi.org/10.1101/381533 ,"[['Jul 2018', '72', '0', '8', ''], ['Aug 2018', '245', '0', '46', ''], ['Sep 2018', '51', '0', '19', ''], ['Oct 2018', '40', '0', '20', ''], ['Nov 2018', '51', '0', '30', ''], ['Dec 2018', '30', '0', '21', ''], ['Jan 2019', '62', '0', '26', ''], ['Feb 2019', '32', '0', '23', ''], ['Mar 2019', '21', '0', '23', ''], ['Apr 2019', '16', '1', '15', ''], ['May 2019', '18', '8', '23', ''], ['Jun 2019', '13', '10', '14', ''], ['Jul 2019', '29', '10', '17', ''], ['Aug 2019', '31', '11', '17', ''], ['Sep 2019', '39', '6', '16', ''], ['Oct 2019', '56', '11', '21', ''], ['Nov 2019', '28', '20', '16', ''], ['Dec 2019', '16', '15', '9', ''], ['Jan 2020', '25', '19', '25', ''], ['Feb 2020', '37', '30', '21', ''], ['Mar 2020', '20', '10', '13', ''], ['Apr 2020', '9', '6', '19', ''], ['May 2020', '15', '10', '19', ''], ['Jun 2020', '15', '18', '8', ''], ['Jul 2020', '9', '4', '15', ''], ['Aug 2020', '20', '10', '12', ''], ['Sep 2020', '21', '8', '30', ''], ['Oct 2020', '14', '11', '18', '']]",Genome-wide silencing screen in mesothelioma cells reveals that loss of function of BAP1 induces chemoresistance to ribonucleotide reductase inhibition: implication for therapy,"Cancer Biology,
",31619462,"['33072611', '32824422']",2
413,"['1', '1', '2', '3', '1', '2', '4', '5']","['Cleveland, OH, 44915, USA,, Cleveland, OH, 44195, USA,, Houston, TX, USA,, Cleveland, OH, 44106, USA,, Cleveland, OH, 44195, USA']","Anastasia P. Chumakova,Masahiro Hitomi,Erik P. Sulman,Justin D. Lathia",2018-07-31, https://doi.org/10.1101/381715 ,"[['Jul 2018', '136', '0', '33', ''], ['Aug 2018', '384', '0', '112', ''], ['Sep 2018', '69', '0', '18', ''], ['Oct 2018', '61', '0', '23', ''], ['Nov 2018', '49', '0', '19', ''], ['Dec 2018', '34', '0', '10', ''], ['Jan 2019', '61', '0', '32', ''], ['Feb 2019', '53', '0', '18', ''], ['Mar 2019', '40', '0', '24', ''], ['Apr 2019', '16', '4', '16', ''], ['May 2019', '26', '7', '15', ''], ['Jun 2019', '23', '5', '18', ''], ['Jul 2019', '28', '5', '13', ''], ['Aug 2019', '38', '11', '14', ''], ['Sep 2019', '18', '5', '9', ''], ['Oct 2019', '37', '14', '17', ''], ['Nov 2019', '20', '9', '6', ''], ['Dec 2019', '19', '9', '22', ''], ['Jan 2020', '22', '12', '11', ''], ['Feb 2020', '28', '15', '10', ''], ['Mar 2020', '16', '7', '8', ''], ['Apr 2020', '11', '2', '11', ''], ['May 2020', '22', '7', '7', ''], ['Jun 2020', '32', '4', '11', ''], ['Jul 2020', '9', '4', '9', ''], ['Aug 2020', '24', '4', '4', ''], ['Sep 2020', '32', '8', '7', ''], ['Oct 2020', '12', '5', '6', '']]",High-throughput Automated Single Cell Imaging Analysis Reveals Dynamics Of Glioblastoma Stem Cell Population During State Transition,"Cancer Biology,
",30729665,"['32426371', '31731448', '31167163', '30827009']",4
414,['1'],['Bangalore.'],"Roshan Fatima,Subhendu Roy Choudhury,T. R. Divya,Utsa Bhaduri,M. R. S. Rao",2018-08-16, https://doi.org/10.1101/378984 ,"[['Jul 2018', '483', '0', '45', ''], ['Aug 2018', '419', '0', '51', ''], ['Sep 2018', '119', '0', '19', ''], ['Oct 2018', '67', '0', '15', ''], ['Nov 2018', '32', '0', '13', ''], ['Dec 2018', '28', '0', '18', ''], ['Jan 2019', '30', '0', '10', ''], ['Feb 2019', '33', '0', '7', ''], ['Mar 2019', '28', '0', '12', ''], ['Apr 2019', '22', '5', '11', ''], ['May 2019', '21', '36', '27', ''], ['Jun 2019', '15', '29', '21', ''], ['Jul 2019', '28', '26', '16', ''], ['Aug 2019', '24', '26', '8', ''], ['Sep 2019', '16', '6', '6', ''], ['Oct 2019', '26', '14', '11', ''], ['Nov 2019', '15', '13', '5', ''], ['Dec 2019', '14', '10', '4', ''], ['Jan 2020', '27', '23', '8', ''], ['Feb 2020', '50', '27', '13', ''], ['Mar 2020', '27', '22', '10', ''], ['Apr 2020', '23', '3', '11', ''], ['May 2020', '23', '12', '7', ''], ['Jun 2020', '19', '5', '5', ''], ['Jul 2020', '14', '4', '5', ''], ['Aug 2020', '23', '6', '2', ''], ['Sep 2020', '32', '5', '4', ''], ['Oct 2020', '19', '4', '8', '']]","A novel enhancer RNA, Hmrhl, positively regulates its host gene, ,in Chronic Myelogenous Leukemia","Cancer Biology,
",31891018,[],0
415,"['1', '*', '2', '*', '3', '*', '2', '4', '5', '2', '3', '3', '6', '1', '2', '3', '6', '#']","['Oklahoma City, OK.,, Oklahoma City, OK.,, Oklahoma City, OK.,, Oklahoma City, OK.,, The Netherlands.,, Oklahoma City, OK.']","Constantin Georgescu,Joshua M. Corbin,Sandra Thibivilliers,Zachary D. Webb,Yan D. Zhao,Jan Koster,Kar-Ming Fung,Adam S. Asch,Jonathan D. Wren,Maria J. Ruiz-Echevarría",2018-08-21, https://doi.org/10.1101/397331 ,"[['Aug 2018', '367', '0', '36', ''], ['Sep 2018', '71', '0', '10', ''], ['Oct 2018', '53', '0', '12', ''], ['Nov 2018', '41', '0', '6', ''], ['Dec 2018', '27', '0', '10', ''], ['Jan 2019', '30', '0', '11', ''], ['Feb 2019', '26', '0', '8', ''], ['Mar 2019', '52', '0', '27', ''], ['Apr 2019', '53', '11', '43', ''], ['May 2019', '9', '9', '13', ''], ['Jun 2019', '12', '1', '13', ''], ['Jul 2019', '17', '13', '22', ''], ['Aug 2019', '16', '14', '17', ''], ['Sep 2019', '28', '19', '12', ''], ['Oct 2019', '24', '10', '14', ''], ['Nov 2019', '15', '13', '7', ''], ['Dec 2019', '7', '6', '4', ''], ['Jan 2020', '23', '10', '6', ''], ['Feb 2020', '29', '16', '11', ''], ['Mar 2020', '12', '13', '13', ''], ['Apr 2020', '11', '3', '12', ''], ['May 2020', '16', '7', '9', ''], ['Jun 2020', '15', '2', '4', ''], ['Jul 2020', '9', '1', '8', ''], ['Aug 2020', '17', '1', '1', ''], ['Sep 2020', '21', '6', '5', ''], ['Oct 2020', '15', '5', '4', '']]",A Tumor Suppressor-Regulated Cell Cycle Derived Gene Signature is Prognostic of Recurrence Risk in Prostate Cancer,"Cancer Biology,
",31060542,[],0
416,['1'],[''],"Simone Ciccolella,Mauricio Soto Gomez,Murray Patterson,Gianluca Della Vedova,Iman Hajirasouliha,Paola Bonizzoni",2018-09-04, https://doi.org/10.1101/365635 ,"[['Jul 2018', '539', '0', '92', ''], ['Aug 2018', '154', '0', '25', ''], ['Sep 2018', '256', '0', '35', ''], ['Oct 2018', '54', '0', '29', ''], ['Nov 2018', '31', '0', '17', ''], ['Dec 2018', '28', '0', '10', ''], ['Jan 2019', '29', '0', '8', ''], ['Feb 2019', '28', '0', '30', ''], ['Mar 2019', '27', '0', '13', ''], ['Apr 2019', '25', '0', '21', ''], ['May 2019', '14', '1', '15', ''], ['Jun 2019', '17', '2', '9', ''], ['Jul 2019', '19', '8', '19', ''], ['Aug 2019', '25', '18', '9', ''], ['Sep 2019', '28', '40', '15', ''], ['Oct 2019', '21', '10', '13', ''], ['Nov 2019', '19', '15', '6', ''], ['Dec 2019', '26', '12', '5', ''], ['Jan 2020', '36', '16', '10', ''], ['Feb 2020', '71', '27', '16', ''], ['Mar 2020', '43', '27', '14', ''], ['Apr 2020', '20', '2', '7', ''], ['May 2020', '30', '16', '12', ''], ['Jun 2020', '48', '2', '20', ''], ['Jul 2020', '34', '3', '8', ''], ['Aug 2020', '26', '4', '2', ''], ['Sep 2020', '26', '3', '5', ''], ['Oct 2020', '24', '4', '13', '']]",gpps: An ILP-based approach for inferring cancer progression with mutation losses from single cell data,"Cancer Biology,
",32805010,[],0
417,"['1', '2', '1', '1', '1', '1', '1', '1', '1', '3', '1', '*', '2', '*', '1', '*']","['Baltimore, Maryland, USA,, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA,, Boston, Massachusetts, USA']","Laurene S. Cheung,Juan Fu,Pankaj Kumar,Amit Kumar,Michael E. Urbanowski,Elizabeth A. Ihms,Sadiya Parveen,C. Korin Bullen,Garrett Patrick,Robert Harrison,John R. Murphy,Drew M. Pardoll,William R. Bishai",2018-09-17, https://doi.org/10.1101/420158 ,"[['Sep 2018', '682', '0', '57', ''], ['Oct 2018', '111', '0', '25', ''], ['Nov 2018', '35', '0', '42', ''], ['Dec 2018', '65', '0', '32', ''], ['Jan 2019', '44', '0', '27', ''], ['Feb 2019', '50', '0', '36', ''], ['Mar 2019', '20', '0', '21', ''], ['Apr 2019', '3', '0', '24', ''], ['May 2019', '9', '2', '22', ''], ['Jun 2019', '19', '1', '27', ''], ['Jul 2019', '15', '6', '24', ''], ['Aug 2019', '16', '9', '18', ''], ['Sep 2019', '16', '8', '11', ''], ['Oct 2019', '24', '11', '22', ''], ['Nov 2019', '22', '12', '24', ''], ['Dec 2019', '16', '9', '32', ''], ['Jan 2020', '34', '9', '20', ''], ['Feb 2020', '54', '15', '14', ''], ['Mar 2020', '43', '11', '14', ''], ['Apr 2020', '41', '6', '18', ''], ['May 2020', '125', '12', '11', ''], ['Jun 2020', '53', '4', '10', ''], ['Jul 2020', '21', '4', '9', ''], ['Aug 2020', '44', '5', '8', ''], ['Sep 2020', '28', '10', '10', ''], ['Oct 2020', '16', '4', '11', '']]",A second generation IL-2 receptor-targeted diphtheria fusion toxin exhibits anti-tumor activity and synergy with anti-PD-1 in melanoma,"Cancer Biology,
",30718426,"['33088693', '32912922', '32589330', '31742861', '31681205', '31547627', '31361167', '31108917']",8
418,"['1', '2', '*', '3', '4', '*', '5', '*', '1', '*', '6', '7', '1', '8', '1', '9', '1', '10', '1', '3', '1', '11', '11', '12', '1', '9', '1', '9', '1', '9', '1', '2', '13', '14', '15', '16', '13', '3', '4', '17', '5', '1', '2']","['', 'Key Laboratory of Carcinogenesis and Cancer Invasion of Ministry of Education, Shanghai 200032, China,, Shanghai 200032, China,, Shanghai 200433, China,, Shanghai 200433, China,, Chicago, IL 60611, USA,, Zhangjiang Hi-Tech Park, Shanghai 201203, China,, Shanghai 200072, China,, Shanghai 200025, China,, Shanghai 200433, China,, Shanghai 201499, China,, Shanghai 201508, China,, Shanghai 201318, China,, Chicago, IL 60637, USA,, Chicago, IL 60612, USA,, IL 60637, USA,, Sha Tin, New Territories, Hong Kong SAR, China,, Shanghai 200433, China']","Jiabin Cai,Lei Chen,Zhou Zhang,Xinyu Zhang,Xingyu Lu,Weiwei Liu,Guoming Shi,Yang Ge,Pingting Gao,Yuan Yang,Aiwu Ke,Linlin Xiao,Ruizhao Dong,Yanjing Zhu,Xuan Yang,Jiefei Wang,Tongyu Zhu,Deping Yang,Xiaowu Huang,Chengjun Sui,Shuangjian Qiu,Feng Shen,Huichuan Sun,Weiping Zhou,Jian Zhou,Ji Nie,Xu Zhang,Brian C-H.Chiu,Wan Yee Lau,Chuan He,Hongyang Wang,Wei Zhang,Jia Fan",2018-09-23, https://doi.org/10.1101/424978 ,"[['Sep 2018', '520', '0', '121', ''], ['Oct 2018', '159', '0', '53', ''], ['Nov 2018', '127', '0', '34', ''], ['Dec 2018', '46', '0', '23', ''], ['Jan 2019', '65', '0', '19', ''], ['Feb 2019', '42', '0', '25', ''], ['Mar 2019', '27', '0', '18', ''], ['Apr 2019', '18', '3', '14', ''], ['May 2019', '34', '8', '16', ''], ['Jun 2019', '33', '6', '17', ''], ['Jul 2019', '21', '6', '8', ''], ['Aug 2019', '29', '14', '12', ''], ['Sep 2019', '35', '8', '11', ''], ['Oct 2019', '38', '10', '8', ''], ['Nov 2019', '24', '9', '8', ''], ['Dec 2019', '17', '11', '13', ''], ['Jan 2020', '31', '10', '10', ''], ['Feb 2020', '42', '15', '12', ''], ['Mar 2020', '30', '8', '5', ''], ['Apr 2020', '11', '6', '10', ''], ['May 2020', '74', '7', '8', ''], ['Jun 2020', '30', '2', '10', ''], ['Jul 2020', '23', '3', '7', ''], ['Aug 2020', '65', '1', '4', ''], ['Sep 2020', '26', '1', '6', ''], ['Oct 2020', '35', '0', '14', '']]",5-Hydroxymethylcytosines from Circulating Cell-free DNA as Diagnostic and Prognostic Markers for Hepatocellular Carcinoma,"Cancer Biology,
",31358576,"['33067228', '32849835', '32703318', '32647536', '32616055', '32443747', '32375881', '32289533', '32281142', '32226301', '32110952', '32095079', '31964422', '31930051', '31876977', '31852832', '31836951', '31815633', '31698791', '31579300', '31575611', '31468030', '31413874']",23
419,"['1', '2', '3', '2', '*', '1']","['Tampa, FL 33612, USA']","Meghan C. Ferrall-Fairbanks,Markus Ball,Eric Padron,Philipp M. Altrock",2018-09-25, https://doi.org/10.1101/427047 ,"[['Sep 2018', '609', '0', '120', ''], ['Oct 2018', '276', '0', '84', ''], ['Nov 2018', '146', '0', '78', ''], ['Dec 2018', '77', '0', '32', ''], ['Jan 2019', '103', '0', '48', ''], ['Feb 2019', '57', '0', '32', ''], ['Mar 2019', '55', '0', '42', ''], ['Apr 2019', '71', '16', '68', ''], ['May 2019', '60', '14', '45', ''], ['Jun 2019', '44', '6', '37', ''], ['Jul 2019', '25', '21', '24', ''], ['Aug 2019', '22', '44', '13', ''], ['Sep 2019', '24', '17', '15', ''], ['Oct 2019', '30', '26', '22', ''], ['Nov 2019', '32', '27', '9', ''], ['Dec 2019', '18', '7', '5', ''], ['Jan 2020', '32', '7', '17', ''], ['Feb 2020', '57', '21', '25', ''], ['Mar 2020', '31', '16', '32', ''], ['Apr 2020', '17', '2', '24', ''], ['May 2020', '33', '17', '20', ''], ['Jun 2020', '28', '8', '9', ''], ['Jul 2020', '13', '9', '13', ''], ['Aug 2020', '16', '10', '9', ''], ['Sep 2020', '20', '6', '9', ''], ['Oct 2020', '21', '8', '12', '']]",Leveraging single cell RNA sequencing experiments to model intra-tumor heterogeneity,"Cancer Biology,
",30995123,"['32361272', '31026176']",2
420,"['1', '1', '2', '2', '2', '1', '1', '3', '5', '5', '3', '2', '3', '1', '5', '2', '3', '4', '*', '1', '5', '*']","['London, WC1E 6BT, UK,, Oxford, OX3 7LD, UK,, OX3 7DQ, Oxford, UK,, 79104, Freiburg, Germany,, Stanmore, Middlesex HA7 4LP, UK']","Lucia Cottone,Edward S Hookway,Adam Cribbs,Graham Wells,Patrick Lombard,Lorena Ligammari,Anthony Tumber,Roberto Tirabosco,Fernanda Amary,Tamas Szommer,Catrine Johannson,Paul E Brennan,Nischalan Pillay,Udo Oppermann,Adrienne M Flanagan",2018-10-01, https://doi.org/10.1101/432005 ,"[['Oct 2018', '194', '0', '59', ''], ['Nov 2018', '60', '0', '29', ''], ['Dec 2018', '35', '0', '28', ''], ['Jan 2019', '42', '0', '28', ''], ['Feb 2019', '45', '0', '17', ''], ['Mar 2019', '48', '0', '30', ''], ['Apr 2019', '12', '10', '14', ''], ['May 2019', '11', '27', '14', ''], ['Jun 2019', '17', '21', '18', ''], ['Jul 2019', '16', '39', '11', ''], ['Aug 2019', '20', '36', '21', ''], ['Sep 2019', '33', '55', '16', ''], ['Oct 2019', '24', '19', '8', ''], ['Nov 2019', '46', '27', '14', ''], ['Dec 2019', '78', '29', '24', ''], ['Jan 2020', '68', '40', '23', ''], ['Feb 2020', '49', '17', '24', ''], ['Mar 2020', '34', '12', '18', ''], ['Apr 2020', '30', '7', '21', ''], ['May 2020', '55', '12', '30', ''], ['Jun 2020', '25', '1', '19', ''], ['Jul 2020', '21', '3', '19', ''], ['Aug 2020', '29', '3', '10', ''], ['Sep 2020', '44', '4', '16', ''], ['Oct 2020', '24', '16', '16', '']]",Epigenetic inactivation of oncogenic brachyury (TBXT) by H3K27 histone demethylase controls chordoma cell survival,"Cancer Biology,
",32855205,[],0
421,"['1', '*', '2', '*', '2', '2', '3', '1', '4', '2', '2', '5', '2', '1', '6', '2']","['Columbus, OH,, Columbus, OH,, Columbus OH,, Columbus, OH,, Phoenix, AZ,, Taichung 40447, Taiwan']","Yu-Chou Tseng,Sophia G. Liva,Anees M. Dauki,Michael Sovic,Sally E. Henderson,Yi-Chiu Kuo,Jason A. Benedict,Samuel K. Kulp,Moray Campbell,Tanios Bekaii-Saab,Mitchell A. Phelps,Ching-Shih Chen,Christopher C. Coss",2018-10-05, https://doi.org/10.1101/214155 ,"[['Nov 2017', '487', '0', '34', ''], ['Dec 2017', '31', '0', '18', ''], ['Jan 2018', '20', '0', '23', ''], ['Feb 2018', '26', '0', '11', ''], ['Mar 2018', '34', '0', '16', ''], ['Apr 2018', '30', '0', '6', ''], ['May 2018', '31', '0', '11', ''], ['Jun 2018', '48', '0', '8', ''], ['Jul 2018', '26', '0', '4', ''], ['Aug 2018', '35', '0', '3', ''], ['Sep 2018', '34', '0', '4', ''], ['Oct 2018', '201', '0', '53', ''], ['Nov 2018', '39', '0', '26', ''], ['Dec 2018', '21', '0', '50', ''], ['Jan 2019', '44', '0', '61', ''], ['Feb 2019', '29', '0', '18', ''], ['Mar 2019', '25', '3', '26', ''], ['Apr 2019', '31', '3', '40', ''], ['May 2019', '21', '19', '27', ''], ['Jun 2019', '48', '16', '24', ''], ['Jul 2019', '27', '28', '19', ''], ['Aug 2019', '24', '60', '11', ''], ['Sep 2019', '44', '36', '18', ''], ['Oct 2019', '59', '39', '23', ''], ['Nov 2019', '30', '50', '22', ''], ['Dec 2019', '33', '49', '38', ''], ['Jan 2020', '40', '42', '16', ''], ['Feb 2020', '53', '39', '14', ''], ['Mar 2020', '29', '54', '11', ''], ['Apr 2020', '18', '26', '17', ''], ['May 2020', '65', '37', '13', ''], ['Jun 2020', '33', '38', '8', ''], ['Jul 2020', '25', '41', '18', ''], ['Aug 2020', '28', '36', '6', ''], ['Sep 2020', '36', '27', '9', ''], ['Oct 2020', '27', '25', '9', '']]",Overcoming Resistance to Anabolic Selective Androgen Receptor Modulator (SARM) Therapy in Experimental Cancer Cachexia with Histone Deacetylase Inhibitor AR-42,"Cancer Biology,
",31930715,[],0
422,"['1', '2', '3', '1', '2', '3', '4', '5', '6', '2', '3', '1', '2', '3', '1', '2', '3', '2', '3', '2', '3', '2', '3', '7', '7', '7', '7', '8', '8', '8', '8', '7', '10', '7', '9', '2', '3', '11', '4', '5', '6', '2', '3', '12', '1', '2', '3', '1', '2', '3', '13', '*']","['Calgary, AB T2N 4N1, Canada,, Calgary, AB T2N 4N1, Canada,, Calgary, AB T2N 4N1, Canada,, Cambridge CB3 0HE, UK,, Cambridge CB2 1QN, UK,, Cambridge, UK,, Toronto, ON M5G 0A4, Canada,, BC Cancer Agency, Vancouver, BC VSZ 4S6, Canada,, Toronto, ON M5S 3H7, Canada,, Toronto, ON M5G 2C4, Canada,, Calgary, AB T2N 4N1, Canada,, AB T2N 4N1, Canada,, Calgary, AB T2N 4N1, Canada']","Mary Hoffman,Aaron H Gillmor,Daniel J Kunz,Michael Johnston,Ana Nikolic,Kiran Narta,Jennifer King,Katrina Ellestad,Ngoc Ha Dang,Florence MG Cavalli,Michelle M Kushida,Fiona J Coutinho,Betty Luu,Yussanne Ma,Andrew J Mungall,Richard Moore,Marco A Marra,Michael D Taylor,Trevor J Pugh,Peter B Dirks,Donna L Senger,Benjamin D Simons,Jennifer A Chan,A Sorana Morrissy,Marco Gallo",2018-10-12, https://doi.org/10.1101/434241 ,"[['Oct 2018', '1028', '0', '280', ''], ['Nov 2018', '122', '0', '55', ''], ['Dec 2018', '68', '0', '40', ''], ['Jan 2019', '77', '0', '35', ''], ['Feb 2019', '62', '0', '18', ''], ['Mar 2019', '74', '0', '34', ''], ['Apr 2019', '38', '5', '23', ''], ['May 2019', '30', '18', '17', ''], ['Jun 2019', '48', '27', '33', ''], ['Jul 2019', '32', '24', '22', ''], ['Aug 2019', '22', '20', '10', ''], ['Sep 2019', '27', '8', '14', ''], ['Oct 2019', '28', '20', '13', ''], ['Nov 2019', '17', '17', '7', ''], ['Dec 2019', '28', '18', '12', ''], ['Jan 2020', '35', '22', '17', ''], ['Feb 2020', '37', '18', '16', ''], ['Mar 2020', '30', '20', '12', ''], ['Apr 2020', '14', '11', '11', ''], ['May 2020', '20', '12', '10', ''], ['Jun 2020', '24', '8', '18', ''], ['Jul 2020', '11', '10', '7', ''], ['Aug 2020', '23', '9', '15', ''], ['Sep 2020', '38', '9', '6', ''], ['Oct 2020', '19', '13', '6', '']]","Subclonal architecture, evolutionary trajectories and patterns of inheritance of germline variants in pediatric glioblastoma","Cancer Biology,
",30877103,"['32942636', '32375678', '32326644']",3
423,"['1', '2', '1', '2', '3', '1', '2', '3', '4', '5', '6', '1', '2', '5', '1', '2', '3', '1', '2', '4', '5', '5', '7', '7', '7', '7', '5', '5', '8', '4', '1', '2', '3', '6', '1', '2', '3', '9', '4', '10', '11', '1', '2', '3', '12', '*']","['Calgary, AB, T2N 4N1, Canada,, Calgary, AB, T2N 4N1, Canada,, Calgary, AB, T2N 4N1, Canada,, Toronto, ON M5G 1L7, Canada,, Toronto, ON M5G 0A4, Canada,, NIH, Frederick, MD 21702, USA.,, Vancouver, BC VSZ 4S6, Canada.,, ON M5S 1A8, Canada,, University of Calgary, Calgary, AB, T2N 4N1, Canada,, ON M5S 1A8, Canada,, Toronto, ON, M5G 0A3, Canada,, Calgary, AB, T2N 4N1, Canada']","Michael J Johnston,Ana Nikolic,Nicoletta Ninkovic,Paul Guilhamon,Florence MG Cavalli,Steven Seaman,Franz J Zemp,John Lee,Aly Abdelkareem,Katrina Ellestad,Alex Murison,Michelle M Kushida,Fiona J Coutinho,Yussanne Ma,Andrew J Mungall,Richard Moore,Marco A Marra,Michael D Taylor,Peter B Dirks,Trevor J Pugh,Sorana Morrissy,Bradley St Croix,Douglas J Mahoney,Mathieu Lupien,Marco Gallo",2018-10-13, https://doi.org/10.1101/442277 ,"[['Oct 2018', '997', '0', '229', ''], ['Nov 2018', '233', '0', '102', ''], ['Dec 2018', '121', '0', '64', ''], ['Jan 2019', '114', '0', '66', ''], ['Feb 2019', '62', '0', '60', ''], ['Mar 2019', '91', '0', '73', ''], ['Apr 2019', '64', '4', '79', ''], ['May 2019', '65', '10', '58', ''], ['Jun 2019', '88', '12', '44', ''], ['Jul 2019', '80', '19', '53', ''], ['Aug 2019', '42', '11', '30', ''], ['Sep 2019', '33', '7', '23', ''], ['Oct 2019', '25', '12', '25', ''], ['Nov 2019', '30', '10', '11', ''], ['Dec 2019', '38', '8', '32', ''], ['Jan 2020', '31', '13', '16', ''], ['Feb 2020', '39', '13', '21', ''], ['Mar 2020', '23', '8', '15', ''], ['Apr 2020', '16', '3', '24', ''], ['May 2020', '34', '11', '12', ''], ['Jun 2020', '19', '4', '16', ''], ['Jul 2020', '10', '5', '13', ''], ['Aug 2020', '33', '4', '15', ''], ['Sep 2020', '40', '4', '11', ''], ['Oct 2020', '17', '8', '11', '']]",High-resolution structural genomics reveals new therapeutic vulnerabilities in glioblastoma,"Cancer Biology,
",31249064,"['32313950', '31761532', '31671657']",3
424,"['1', '2', '*', '1', '*', '2', '2', '†', '1', '3']","['CA 94305, USA,, CA 94305, USA,, CA 94305, USA']","Daniele Ramazzotti,Avantika Lal,Bo Wang,Serafim Batzoglou,Arend Sidow",2018-10-14, https://doi.org/10.1101/267245 ,"[['Feb 2018', '1858', '0', '526', ''], ['Mar 2018', '595', '0', '234', ''], ['Apr 2018', '291', '0', '115', ''], ['May 2018', '339', '0', '134', ''], ['Jun 2018', '158', '0', '40', ''], ['Jul 2018', '115', '0', '30', ''], ['Aug 2018', '505', '0', '144', ''], ['Sep 2018', '580', '0', '195', ''], ['Oct 2018', '559', '0', '166', ''], ['Nov 2018', '156', '0', '43', ''], ['Dec 2018', '67', '0', '24', ''], ['Jan 2019', '80', '0', '32', ''], ['Feb 2019', '44', '0', '14', ''], ['Mar 2019', '76', '0', '37', ''], ['Apr 2019', '30', '5', '29', ''], ['May 2019', '40', '6', '18', ''], ['Jun 2019', '29', '3', '22', ''], ['Jul 2019', '70', '4', '20', ''], ['Aug 2019', '69', '26', '15', ''], ['Sep 2019', '45', '6', '20', ''], ['Oct 2019', '47', '8', '21', ''], ['Nov 2019', '27', '7', '19', ''], ['Dec 2019', '39', '8', '13', ''], ['Jan 2020', '58', '9', '16', ''], ['Feb 2020', '119', '35', '18', ''], ['Mar 2020', '63', '29', '25', ''], ['Apr 2020', '27', '2', '21', ''], ['May 2020', '40', '10', '12', ''], ['Jun 2020', '45', '6', '11', ''], ['Jul 2020', '26', '9', '14', ''], ['Aug 2020', '149', '2', '7', ''], ['Sep 2020', '81', '5', '13', ''], ['Oct 2020', '45', '0', '14', '']]",Multi-omic tumor data reveal diversity of molecular mechanisms that correlate with survival,"Cancer Biology,
",30367051,"['32903628', '32714868', '32637048', '32627651', '32235589', '31797627', '31649733', '31626717', '31380393', '31349663', '31049575', '30906311', '30830917', '30820462']",14
425,"['1', '1', '2', '3']","['West Lafayette, IN 47907,, West Lafayette, IN 47907,, West Lafayette, IN 47907']","Sulma I Mohammed,Odalys Torres-Luquis,Elwood Walls,Frank Lloyd",2018-10-15, https://doi.org/10.1101/444091 ,"[['Oct 2018', '434', '0', '59', ''], ['Nov 2018', '43', '0', '26', ''], ['Dec 2018', '20', '0', '14', ''], ['Jan 2019', '25', '0', '11', ''], ['Feb 2019', '24', '0', '7', ''], ['Mar 2019', '11', '0', '14', ''], ['Apr 2019', '22', '0', '12', ''], ['May 2019', '25', '0', '12', ''], ['Jun 2019', '15', '3', '17', ''], ['Jul 2019', '18', '3', '14', ''], ['Aug 2019', '12', '10', '4', ''], ['Sep 2019', '15', '5', '12', ''], ['Oct 2019', '19', '5', '11', ''], ['Nov 2019', '16', '9', '1', ''], ['Dec 2019', '15', '13', '8', ''], ['Jan 2020', '27', '12', '12', ''], ['Feb 2020', '32', '15', '11', ''], ['Mar 2020', '18', '13', '7', ''], ['Apr 2020', '6', '2', '13', ''], ['May 2020', '33', '13', '6', ''], ['Jun 2020', '26', '9', '5', ''], ['Jul 2020', '14', '5', '9', ''], ['Aug 2020', '16', '9', '3', ''], ['Sep 2020', '20', '8', '5', ''], ['Oct 2020', '10', '6', '7', '']]",Lymph-Circulating Tumor Cells show distinct properties to Blood-Circulating Tumor Cells and constitute extraordinary efficient metastatic precursors,"Cancer Biology,
",31026363,"['32273752', '31867162']",2
